year,month,location,address,a_d_classification,car_sedan,car_van,car_twowheels,car_special,car_truck
2021,4,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,121155,4664,17353,1236,19582
2021,4,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,121155,4664,17353,1236,19582
2021,4,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,207654,6445,20559,548,30764
2021,4,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,70397,2248,16752,128,6674
2021,4,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,114306,4651,21384,328,12657
2021,4,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,78063,3001,15160,306,8162
2021,4,정릉로,서울 성북구 돈암동 8-164번지 ,11080,105263,4670,26768,223,10829
2021,4,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,40992,3648,13182,199,5087
2021,4,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,40992,3648,13182,199,5087
2021,4,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,42623,3082,14418,228,6961
2021,4,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,94482,4292,24948,479,15018
2021,4,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,132106,4462,17386,374,15254
2021,4,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,42623,3082,14418,228,6961
2021,4,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,70397,2248,16752,128,6674
2021,4,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2021,4,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,82169,3374,24137,214,12467
2021,4,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,134525,5003,15164,399,12819
2021,5,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,214764,5272,17999,398,15161
2021,5,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,157416,4422,12595,395,16147
2021,5,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,132259,4497,17437,375,15250
2021,5,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,92214,3276,19941,254,10949
2021,5,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63140,3439,22374,191,8817
2021,5,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,176398,6702,19437,523,20795
2021,5,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,176398,6702,19437,523,20795
2021,5,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102601,4121,25441,303,11870
2021,5,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2021,5,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83076,3052,18721,294,12178
2021,5,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,121537,5582,15869,425,17151
2021,5,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,72106,3780,12067,230,13196
2021,5,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,70653,2245,16782,128,6650
2021,5,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,134570,4996,15168,399,12812
2021,5,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81234,3429,15052,285,10624
2021,5,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,214764,5272,17999,398,15161
2021,5,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,82137,3348,24283,217,12436
2021,5,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,94301,2915,15412,358,8425
2021,5,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,94301,2915,15412,358,8425
2021,5,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,104515,3631,17764,333,11900
2021,5,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,104515,3631,17764,333,11900
2021,5,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63140,3439,22374,191,8817
2021,5,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,78010,3006,15241,311,8129
2021,5,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,92214,3276,19941,254,10949
2021,5,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,157416,4422,12595,395,16147
2021,5,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,92214,3276,19941,254,10949
2021,5,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,105384,4641,26878,232,10843
2021,5,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,214764,5272,17999,398,15161
2021,5,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,207798,6449,20585,577,30667
2021,5,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,72106,3780,12067,230,13196
2021,5,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,104515,3631,17764,333,11900
2021,5,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,131491,4609,16127,617,14761
2021,5,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,121253,4656,17384,1233,19561
2021,5,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,121253,4656,17384,1233,19561
2021,5,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,207798,6449,20585,577,30667
2021,5,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,70653,2245,16782,128,6650
2021,5,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,114575,4586,21479,323,12668
2021,5,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,78010,3006,15241,311,8129
2021,5,정릉로,서울 성북구 돈암동 8-164번지 ,11080,105384,4641,26878,232,10843
2021,5,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,41323,3674,13133,200,5154
2021,5,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,41323,3674,13133,200,5154
2021,5,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,42261,3068,14451,230,6930
2021,5,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,94585,4266,25000,486,14975
2021,5,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,132259,4497,17437,375,15250
2021,5,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,42261,3068,14451,230,6930
2021,5,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,70653,2245,16782,128,6650
2021,5,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2021,5,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,82137,3348,24283,217,12436
2021,5,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,134570,4996,15168,399,12812
2021,6,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,215055,5231,17833,403,15121
2021,6,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,157283,4404,12600,395,16179
2021,6,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,132497,4491,17505,377,15237
2021,6,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,92533,3259,19975,260,10952
2021,6,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63221,3426,22457,198,8799
2021,6,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,176748,6682,19574,547,20912
2021,6,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,176748,6682,19574,547,20912
2021,6,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102704,4105,25543,310,11834
2021,6,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2021,6,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83090,3032,18845,300,12215
2021,6,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,121479,5548,15910,428,17071
2021,6,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,72275,3759,12147,230,13232
2021,6,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,70762,2234,16800,129,6634
2021,6,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,134580,4950,15248,405,12785
2021,6,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81295,3412,15127,295,10630
2021,6,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,215055,5231,17833,403,15121
2021,6,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,82248,3344,24385,214,12405
2021,6,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,94490,2904,15485,360,8427
2021,6,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,94490,2904,15485,360,8427
2021,6,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,104877,3631,17810,343,11893
2021,6,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,104877,3631,17810,343,11893
2021,6,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63221,3426,22457,198,8799
2021,6,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,78064,2987,15321,318,8120
2021,6,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,92533,3259,19975,260,10952
2021,6,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,157283,4404,12600,395,16179
2021,6,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,92533,3259,19975,260,10952
2021,6,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,105564,4621,26955,241,10807
2021,6,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,215055,5231,17833,403,15121
2021,6,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,207898,6422,20632,587,30606
2021,6,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,72275,3759,12147,230,13232
2021,6,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,104877,3631,17810,343,11893
2021,6,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,131501,4566,16152,624,14695
2021,6,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,121271,4637,17628,1239,19572
2021,6,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,121271,4637,17628,1239,19572
2021,6,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,207898,6422,20632,587,30606
2021,6,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,70762,2234,16800,129,6634
2021,6,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,114837,4573,21640,327,12675
2021,6,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,78064,2987,15321,318,8120
2021,6,정릉로,서울 성북구 돈암동 8-164번지 ,11080,105564,4621,26955,241,10807
2021,6,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,41345,3668,13147,207,5190
2021,6,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,41345,3668,13147,207,5190
2021,6,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,42208,3048,14510,235,6940
2021,6,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,94637,4244,25095,485,14957
2021,6,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,132497,4491,17505,377,15237
2021,6,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,42208,3048,14510,235,6940
2021,6,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,70762,2234,16800,129,6634
2021,6,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2021,6,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,82248,3344,24385,214,12405
2021,6,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,134580,4950,15248,405,12785
2021,7,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,215044,5174,16948,411,15156
2021,7,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,157422,4376,12661,393,16161
2021,7,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,132557,4513,17633,377,15297
2021,7,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,92651,3218,20061,264,11011
2021,7,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63210,3392,22272,201,8778
2021,7,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,176896,6623,19641,555,20958
2021,7,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,176896,6623,19641,555,20958
2021,7,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102757,4087,24686,312,11841
2021,7,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2021,7,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83109,3015,18956,302,12161
2021,7,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,121342,5534,15983,432,17053
2021,7,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,72600,3746,12198,235,13230
2021,7,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,70823,2221,16873,131,6634
2021,7,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,134606,4927,15307,412,12781
2021,7,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81325,3442,15200,293,10616
2021,7,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,215044,5174,16948,411,15156
2021,7,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,82410,3338,24479,214,12397
2021,7,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,94613,2891,15524,363,8410
2021,7,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,94613,2891,15524,363,8410
2021,7,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,105037,3628,17951,349,11886
2021,7,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,105037,3628,17951,349,11886
2021,7,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63210,3392,22272,201,8778
2021,7,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,78128,2975,15422,326,8109
2021,7,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,92651,3218,20061,264,11011
2021,7,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,157422,4376,12661,393,16161
2021,7,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,92651,3218,20061,264,11011
2021,7,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,105656,4604,27040,246,10789
2021,7,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,215044,5174,16948,411,15156
2021,7,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,207981,6405,20711,600,30640
2021,7,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,72600,3746,12198,235,13230
2021,7,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,105037,3628,17951,349,11886
2021,7,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,131668,4537,16216,630,14692
2021,7,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,120983,4605,18189,1253,19559
2021,7,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,120983,4605,18189,1253,19559
2021,7,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,207981,6405,20711,600,30640
2021,7,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,70823,2221,16873,131,6634
2021,7,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,115087,4544,21707,335,12645
2021,7,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,78128,2975,15422,326,8109
2021,7,정릉로,서울 성북구 돈암동 8-164번지 ,11080,105656,4604,27040,246,10789
2021,7,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,41376,3643,13164,211,5148
2021,7,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,41376,3643,13164,211,5148
2021,7,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,49768,3026,14516,238,6902
2021,7,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,94681,4223,25165,486,14927
2021,7,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,132557,4513,17633,377,15297
2021,7,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,49768,3026,14516,238,6902
2021,7,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,70823,2221,16873,131,6634
2021,7,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2021,7,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,82410,3338,24479,214,12397
2021,7,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,134606,4927,15307,412,12781
2021,8,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,215951,5139,16928,407,15209
2021,8,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,157503,4352,12724,395,16216
2021,8,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,132434,4521,17767,387,15233
2021,8,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,92583,3203,19861,265,10963
2021,8,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63242,3379,21757,201,8750
2021,8,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,176812,6579,19768,561,20983
2021,8,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,176812,6579,19768,561,20983
2021,8,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102638,4079,21319,315,11815
2021,8,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2021,8,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,83068,3006,19057,303,12181
2021,8,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,121227,5492,15276,433,17010
2021,8,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,72699,3709,12247,236,13184
2021,8,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,70666,2211,16959,133,6583
2021,8,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,134392,4872,15447,418,12735
2021,8,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81282,3455,14276,296,10637
2021,8,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,215951,5139,16928,407,15209
2021,8,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,82467,3321,24500,216,12386
2021,8,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,94616,2880,15611,362,8384
2021,8,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,94616,2880,15611,362,8384
2021,8,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,105257,3633,18059,349,11898
2021,8,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,105257,3633,18059,349,11898
2021,8,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63242,3379,21757,201,8750
2021,8,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,78080,2943,15542,326,8122
2021,8,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,92583,3203,19861,265,10963
2021,8,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,157503,4352,12724,395,16216
2021,8,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,92583,3203,19861,265,10963
2021,8,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,105677,4557,27144,248,10807
2021,8,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,215951,5139,16928,407,15209
2021,8,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,208444,6392,20786,614,30624
2021,8,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,72699,3709,12247,236,13184
2021,8,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,105257,3633,18059,349,11898
2021,8,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,131705,4503,16293,627,14676
2021,8,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,121002,4588,18488,1264,19491
2021,8,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,121002,4588,18488,1264,19491
2021,8,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,208444,6392,20786,614,30624
2021,8,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,70666,2211,16959,133,6583
2021,8,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,115131,4525,21859,338,12621
2021,8,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,78080,2943,15542,326,8122
2021,8,정릉로,서울 성북구 돈암동 8-164번지 ,11080,105677,4557,27144,248,10807
2021,8,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,41353,3602,13174,211,5111
2021,8,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,41353,3602,13174,211,5111
2021,8,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,49601,3020,14539,238,6900
2021,8,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,94665,4211,25055,488,14932
2021,8,천호대로,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),11250,132434,4521,17767,387,15233
2021,8,청계천로,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),11020,49601,3020,14539,238,6900
2021,8,한강대로,서울 용산구 한강대로 405 (서울역 앞),11030,70666,2211,16959,133,6583
2021,8,행주,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),31230,NA,NA,NA,NA,NA
2021,8,홍릉로,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),11060,82467,3321,24500,216,12386
2021,8,화랑로,서울 노원구 화랑로 429 태능입구역 8번 출구,11110,134392,4872,15447,418,12735
2021,9,강남구,서울 강남구 학동로 426 강남구청 별관 1동,11230,216636,5137,16851,404,15320
2021,9,강남대로,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),11220,157447,4324,12698,392,16171
2021,9,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,11250,132417,4468,17850,395,15232
2021,9,강변북로,서울 성동구 강변북로 257 한강사업본부 옆,11040,92629,3188,19939,267,10945
2021,9,강북구,서울 강북구 삼양로 139길 49 우이동 주민센터,11090,63223,3370,21122,201,8741
2021,9,강서구,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,11160,176830,6528,19873,557,20951
2021,9,공항대로,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,11160,176830,6528,19873,557,20951
2021,9,관악구,서울 관악구 신림동길 14 신림동 주민센터,11210,102572,4050,21494,323,11777
2021,9,관악산,과천시 자하동길 64 (관악산 중계소),31110,0,0,0,0,0
2021,9,광진구,서울 광진구 광나루로 571 구의 아리수정수센터,11050,82979,2977,19114,309,12161
2021,9,구로구,서울 구로구 가마산로 27길 45 구로고등학교,11170,121673,5474,15159,436,16990
2021,9,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,11180,72784,3698,12189,241,13165
2021,9,남산,서울 용산구 남산공원길 103 (서울타워 별관 2층),11030,70595,2195,16866,133,6546
2021,9,노원구,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),11110,134232,4856,15386,424,12695
2021,9,도봉구,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,11100,81327,3436,14319,299,10621
2021,9,도산대로,서울 강남구 도산대로 104 신사역2번출구 앞,11230,216636,5137,16851,404,15320
2021,9,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,11060,82519,3297,24410,216,12346
2021,9,동작구,서울 동작구 사당로16아길 6 사당4동 주민센터,11200,94610,2860,15836,366,8367
2021,9,동작대로,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,11200,94610,2860,15836,366,8367
2021,9,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,11140,105285,3623,17618,358,11915
2021,9,마포아트센터,서울 마포구 대흥로20길 28 (마포아트센터),11140,105285,3623,17618,358,11915
2021,9,북한산,서울 강북구 삼양로 181길 387 (우이령 전경대 위),11090,63223,3370,21122,201,8741
2021,9,서대문구,서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ,11130,78147,2910,14408,340,8097
2021,9,서울숲,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),11040,92629,3188,19939,267,10945
2021,9,서초구,서울 서초구 신반포로15길 16 반포 2동 주민센터,11220,157447,4324,12698,392,16171
2021,9,성동구,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,11040,92629,3188,19939,267,10945
2021,9,성북구,서울 성북구 삼양로2길 70 길음2동 주민센터,11080,105714,4541,27230,252,10814
2021,9,세곡,서울 강남구 밤고개로 337 (세곡사거리),11230,216636,5137,16851,404,15320
2021,9,송파구,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),11240,208858,6384,20701,629,30571
2021,9,시흥대로,서울 금천구 독산동 996-9 한양수자인아파트 앞,11180,72784,3698,12189,241,13165
2021,9,신촌로,서울 마포구 노고산동 57-62 (신촌역 7번 출구),11140,105285,3623,17618,358,11915
2021,9,양천구,서울 양천구 중앙로52길 56 신정4동 문화센터,11150,131787,4491,16417,630,14655
2021,9,영등포구,서울 영등포구 당산로 123 영등포구청 (당산동3가),11190,120979,4583,18652,1250,19469
2021,9,영등포로,서울 영등포구 영중로 37 (영등포시장사거리),11190,120979,4583,18652,1250,19469
2021,9,올림픽공원,서울 송파구 올림픽로 424 (서울역사편찬원),11240,208858,6384,20701,629,30571
2021,9,용산구,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,11030,70595,2195,16866,133,6546
2021,9,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),11120,115216,4494,21731,337,12596
2021,9,자연사박물관,서울 서대문구 연희로32길 51 (서대문자연사박물관),11130,78147,2910,14408,340,8097
2021,9,정릉로,서울 성북구 돈암동 8-164번지 ,11080,105714,4541,27230,252,10814
2021,9,종로,서울 종로구 종로 169 (종묘주차장 앞),11010,41375,3591,13207,208,5130
2021,9,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",11010,41375,3591,13207,208,5130
2021,9,중구,서울 중구 덕수궁길 15 시청서소문별관 3동,11020,52116,3027,14403,238,6888
2021,9,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,11070,94718,4218,25097,491,14895
